epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,2.637589,1.831295,0.534066,0.756593,0.447002,05:23
1,1.325995,1.660310,0.593681,0.801099,0.507785,05:22
2,0.825660,1.556678,0.631044,0.836538,0.541394,05:22
3,0.507618,1.493439,0.663462,0.852747,0.582637,05:22
4,0.296813,1.580445,0.675824,0.859890,0.597816,05:22
5,0.172899,1.548562,0.704121,0.867857,0.618759,05:22
6,0.096082,1.563247,0.715934,0.878571,0.638223,05:22
7,0.060402,1.572151,0.725000,0.877747,0.640723,05:22
8,0.041302,1.565910,0.725549,0.882418,0.645745,05:22
9,0.030867,1.606145,0.725275,0.876374,0.643719,05:22
10,0.024593,1.631620,0.727747,0.881319,0.648470,05:22
11,0.018023,1.637912,0.731044,0.882692,0.645472,05:22
12,0.015666,1.636977,0.730220,0.881868,0.645404,05:22
13,0.013876,1.644683,0.730220,0.881319,0.648657,05:22
14,0.011670,1.665080,0.728846,0.883516,0.638289,05:22
15,0.011873,1.673014,0.731868,0.884066,0.649982,05:22
16,0.010132,1.668372,0.728571,0.883791,0.642541,05:22
17,0.009437,1.670875,0.729396,0.882967,0.644128,05:22
18,0.008602,1.679975,0.727747,0.882143,0.644578,05:22
19,0.008262,1.683006,0.729670,0.882692,0.647586,05:22
20,0.008304,1.686831,0.729396,0.881044,0.646097,05:22
21,0.007706,1.685347,0.731319,0.882967,0.644741,05:22
22,0.007051,1.703888,0.728022,0.881868,0.639578,05:22
23,0.006553,1.687891,0.728846,0.881868,0.641036,05:22
24,0.006361,1.699658,0.728571,0.881868,0.640945,05:22
25,0.006208,1.700247,0.731593,0.882967,0.643197,05:22
26,0.006219,1.690340,0.729670,0.882967,0.641697,05:22
27,0.006101,1.698806,0.726374,0.885440,0.640827,05:22
28,0.005581,1.705133,0.728022,0.882967,0.641509,05:22
29,0.005350,1.703169,0.731044,0.881044,0.644937,05:22
