epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,3.062780,1.880182,0.448352,0.657967,0.228378,02:13
1,1.554258,1.441142,0.523626,0.735165,0.340629,02:11
2,1.134957,1.293704,0.545055,0.769231,0.387313,02:09
3,0.895121,1.229527,0.577198,0.780495,0.430244,02:09
4,0.709019,1.182951,0.586813,0.795330,0.458398,02:11
5,0.561592,1.195494,0.593132,0.788462,0.465194,02:10
6,0.445429,1.193964,0.601923,0.797527,0.470883,02:09
7,0.323561,1.221964,0.593132,0.793407,0.475353,02:10
8,0.246883,1.200679,0.599451,0.806868,0.472164,02:13
9,0.179519,1.244537,0.599725,0.807143,0.483633,02:11
10,0.139226,1.252741,0.602198,0.805495,0.482661,02:10
11,0.103571,1.228166,0.606868,0.810714,0.495801,02:10
12,0.081604,1.244542,0.614286,0.811264,0.502683,02:14
13,0.062921,1.267602,0.610165,0.804945,0.486619,02:15
14,0.053959,1.256223,0.612363,0.814286,0.490005,02:10
15,0.043201,1.247054,0.621703,0.814286,0.504287,02:10
16,0.037165,1.255232,0.613462,0.813736,0.497313,02:11
17,0.031768,1.259886,0.617308,0.819231,0.495446,02:09
18,0.028365,1.263384,0.616758,0.817033,0.499491,02:09
19,0.026037,1.254367,0.619780,0.818132,0.498735,02:10
20,0.023815,1.266028,0.616484,0.816484,0.498938,02:13
21,0.020873,1.256174,0.619505,0.812912,0.504320,02:10
22,0.018646,1.258622,0.625824,0.815110,0.509779,02:09
23,0.018126,1.266936,0.622527,0.815934,0.510144,02:11
24,0.016500,1.261649,0.622802,0.818681,0.508601,02:11
25,0.015820,1.274607,0.624725,0.818407,0.508968,02:09
26,0.014260,1.269489,0.621703,0.815659,0.506935,02:12
27,0.013421,1.263414,0.623901,0.818407,0.507265,02:11
28,0.013078,1.260168,0.622802,0.821154,0.505901,02:11
29,0.012545,1.262934,0.623077,0.818407,0.508616,02:11
