epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,3.985975,2.784873,0.339011,0.555495,0.242927,02:09
1,2.300440,2.192064,0.443956,0.678022,0.353098,02:06
2,1.721113,2.064891,0.480220,0.717857,0.392937,02:05
3,1.382219,1.985661,0.507418,0.738736,0.418750,02:07
4,1.091390,1.913689,0.536264,0.763736,0.450134,02:11
5,0.882417,1.959336,0.546703,0.764286,0.444460,02:08
6,0.707094,1.990339,0.556868,0.776099,0.459069,02:08
7,0.549700,2.057001,0.578297,0.792582,0.474473,02:07
8,0.438657,2.044681,0.598901,0.800549,0.496953,02:09
9,0.326527,2.082331,0.600000,0.796978,0.501967,02:08
10,0.279039,2.083705,0.598077,0.800275,0.496504,02:07
11,0.212446,2.177292,0.609890,0.807967,0.508087,02:07
12,0.178213,2.223311,0.601923,0.811813,0.503642,02:08
13,0.146191,2.326926,0.601374,0.805495,0.489593,02:06
14,0.126647,2.308373,0.620330,0.811813,0.513911,02:08
15,0.105957,2.357009,0.616209,0.807967,0.503728,02:08
16,0.088311,2.366514,0.615385,0.808791,0.507639,02:06
17,0.077534,2.382626,0.615659,0.805769,0.505941,02:08
18,0.067062,2.423531,0.612363,0.816209,0.502355,02:08
19,0.059947,2.427184,0.620055,0.812912,0.513134,02:05
20,0.056525,2.453784,0.610165,0.811264,0.500570,02:09
21,0.050838,2.454568,0.615659,0.817582,0.505877,02:08
22,0.046553,2.462214,0.620330,0.813736,0.509178,02:08
23,0.042184,2.482479,0.619231,0.814835,0.507333,02:06
24,0.037884,2.509828,0.622802,0.814560,0.510966,02:09
25,0.038176,2.514763,0.618132,0.814286,0.509232,02:08
26,0.034495,2.512163,0.621154,0.812637,0.508460,02:08
27,0.031753,2.527806,0.621978,0.811813,0.512897,02:08
28,0.030986,2.529327,0.621978,0.812637,0.512084,02:07
29,0.029921,2.573916,0.621978,0.811264,0.513238,02:08
