epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,2.208332,1.586096,0.571703,0.777747,0.402580,02:15
1,1.263734,1.383637,0.620055,0.816209,0.472016,02:10
2,0.941003,1.428423,0.610440,0.806593,0.486799,02:17
3,0.677332,1.355065,0.637088,0.839011,0.520256,02:20
4,0.468308,1.376560,0.637363,0.832418,0.537547,02:19
5,0.302004,1.415708,0.640659,0.831319,0.536992,02:20
6,0.182859,1.403809,0.651374,0.843407,0.549127,02:18
7,0.107097,1.416063,0.658516,0.847253,0.545456,02:21
8,0.059120,1.441610,0.665659,0.845055,0.563050,02:20
9,0.047167,1.383843,0.681319,0.855769,0.582203,02:17
10,0.031622,1.423426,0.670879,0.848352,0.568254,02:19
11,0.025236,1.395164,0.682418,0.854396,0.577302,02:18
12,0.019435,1.418815,0.678022,0.853571,0.577192,02:22
13,0.016188,1.438801,0.673626,0.847253,0.564853,02:30
14,0.014439,1.409545,0.681593,0.859890,0.576336,02:56
15,0.013187,1.414774,0.682143,0.853846,0.578836,03:36
16,0.011320,1.433580,0.681868,0.854670,0.578898,02:24
17,0.010655,1.440435,0.683516,0.854945,0.576191,02:19
18,0.008997,1.439962,0.679670,0.857692,0.569213,02:19
19,0.009207,1.450524,0.682143,0.853297,0.579375,02:20
20,0.008193,1.446854,0.679945,0.858516,0.570695,02:19
21,0.007790,1.447552,0.685165,0.855220,0.583554,02:19
22,0.007439,1.448739,0.682967,0.856868,0.579337,02:20
23,0.006765,1.454339,0.684066,0.856044,0.583647,02:21
24,0.006648,1.449932,0.685165,0.856319,0.584593,02:19
25,0.006396,1.459784,0.684341,0.859890,0.581637,02:17
26,0.006283,1.462810,0.682967,0.853022,0.583678,02:22
27,0.006871,1.472065,0.685165,0.853571,0.585950,02:20
28,0.005707,1.468290,0.682143,0.853022,0.577765,02:20
29,0.005627,1.465726,0.685165,0.854670,0.583911,02:20
