epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,2.446073,1.759135,0.548352,0.769780,0.409893,02:32
1,1.331785,1.546933,0.604945,0.802747,0.482660,02:24
2,0.923844,1.458201,0.635989,0.829670,0.526077,02:25
3,0.633793,1.456645,0.639560,0.832143,0.533451,02:23
4,0.410368,1.488355,0.650275,0.839011,0.542893,02:23
5,0.264483,1.506371,0.651923,0.834615,0.548686,02:26
6,0.140745,1.545225,0.660440,0.849451,0.549151,02:26
7,0.085141,1.525635,0.670330,0.852473,0.571090,02:24
8,0.053525,1.548569,0.678846,0.851374,0.568206,02:24
9,0.036706,1.554198,0.678297,0.854945,0.566584,02:26
10,0.029453,1.553935,0.683791,0.854670,0.576496,02:26
11,0.022735,1.551514,0.683242,0.860165,0.571094,02:23
12,0.018736,1.564134,0.678571,0.858242,0.567976,02:24
13,0.014766,1.577196,0.683516,0.856593,0.571531,02:24
14,0.014151,1.580571,0.682967,0.857143,0.572736,02:26
15,0.012397,1.612588,0.678571,0.853571,0.566574,02:22
16,0.010889,1.590759,0.684615,0.857967,0.572762,02:25
17,0.009992,1.598833,0.684066,0.858791,0.568571,02:25
18,0.009500,1.593071,0.683791,0.858791,0.577094,02:25
19,0.008535,1.609706,0.684890,0.859615,0.571735,02:24
20,0.008264,1.609244,0.687637,0.860989,0.582272,02:23
21,0.007650,1.610990,0.688187,0.858791,0.580090,02:24
22,0.007125,1.616170,0.684066,0.860440,0.572676,02:22
23,0.006633,1.625228,0.684615,0.858242,0.570212,02:23
24,0.006668,1.633523,0.686264,0.861538,0.574932,02:24
25,0.006599,1.623067,0.687088,0.861538,0.576193,02:25
26,0.005770,1.617348,0.688462,0.859615,0.574779,02:24
27,0.005991,1.619231,0.685714,0.857418,0.579465,02:26
28,0.005556,1.620308,0.685440,0.859615,0.576507,02:24
29,0.005190,1.623319,0.685440,0.860714,0.572631,02:22
