epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,2.150473,1.463136,0.568681,0.775549,0.394382,02:28
1,1.132586,1.282398,0.618132,0.820604,0.473428,02:24
2,0.795768,1.216984,0.637912,0.830220,0.516989,02:27
3,0.565763,1.235357,0.640934,0.832692,0.521287,02:24
4,0.368620,1.246563,0.640934,0.829945,0.515630,02:26
5,0.208855,1.218408,0.663462,0.844231,0.547951,02:25
6,0.122311,1.210499,0.671154,0.851374,0.555172,02:24
7,0.080375,1.264382,0.664011,0.846154,0.544455,02:23
8,0.054113,1.254482,0.672527,0.845055,0.557023,02:24
9,0.032451,1.253960,0.670055,0.848077,0.551763,02:25
10,0.024159,1.268303,0.667857,0.848626,0.553267,02:25
