epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,2.838418,2.147842,0.444231,0.691758,0.348869,02:27
1,1.564883,1.807634,0.540934,0.765659,0.449448,02:26
2,1.035483,1.802076,0.576923,0.783242,0.481946,02:27
3,0.696046,1.757953,0.608242,0.813462,0.511907,02:25
4,0.436436,1.733840,0.627198,0.827198,0.541242,02:24
5,0.280102,1.766010,0.641758,0.835165,0.556756,02:27
6,0.179559,1.863900,0.651099,0.840110,0.555404,02:25
7,0.106155,1.824955,0.660440,0.850000,0.569232,02:24
8,0.069584,1.896920,0.663187,0.847527,0.566220,02:25
9,0.049291,1.908769,0.667857,0.844231,0.568373,02:26
10,0.036174,1.908594,0.671703,0.845330,0.574276,02:26
11,0.027923,1.926599,0.675275,0.848901,0.574790,02:25
12,0.022479,1.916754,0.675549,0.847527,0.581844,02:24
13,0.017953,1.932008,0.673352,0.846703,0.575234,02:24
14,0.017153,1.946897,0.681044,0.852198,0.581754,02:24
15,0.013953,1.960786,0.673626,0.848901,0.577775,02:23
16,0.012614,1.966746,0.677473,0.850000,0.574059,02:22
17,0.011867,1.965360,0.679396,0.853846,0.580850,02:27
18,0.010789,1.978387,0.677473,0.853846,0.579449,02:26
19,0.010696,1.984671,0.680495,0.851374,0.582158,02:25
20,0.009901,1.981684,0.677747,0.850549,0.577741,02:26
21,0.009624,1.987304,0.681319,0.851648,0.579176,02:25
22,0.008542,1.995426,0.679670,0.850000,0.581415,02:26
23,0.007612,1.996761,0.679121,0.850275,0.574397,02:24
24,0.007479,2.008364,0.682418,0.848901,0.582292,02:26
25,0.007475,2.010235,0.682967,0.848077,0.582199,02:27
26,0.006946,1.996848,0.682143,0.850275,0.582318,02:23
27,0.006446,2.005012,0.681868,0.849451,0.579709,02:25
28,0.006175,2.011823,0.683242,0.848626,0.584106,02:24
29,0.006246,2.016869,0.684341,0.849176,0.582691,02:25
