epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,4.008548,2.818372,0.310989,0.528022,0.231865,02:10
1,2.321543,2.241858,0.416209,0.656593,0.338927,02:10
2,1.728218,2.076863,0.467582,0.710989,0.382220,02:04
3,1.381520,2.060731,0.483791,0.725824,0.397971,02:05
4,1.089097,1.933807,0.524725,0.759341,0.446606,02:07
5,0.877791,2.013198,0.537637,0.761538,0.446112,02:07
6,0.697709,2.058945,0.543681,0.768681,0.452664,02:07
7,0.541949,2.075240,0.571978,0.786264,0.475020,02:06
8,0.432500,2.069983,0.588736,0.798352,0.498785,02:08
9,0.327593,2.125103,0.583791,0.793956,0.490826,02:07
10,0.276350,2.141415,0.596154,0.802473,0.497828,02:06
11,0.212400,2.231049,0.593681,0.810440,0.487891,02:09
12,0.178133,2.260520,0.601648,0.807418,0.502252,02:11
13,0.150502,2.353321,0.603297,0.808791,0.494360,02:06
14,0.129839,2.384664,0.609341,0.810440,0.504183,02:06
15,0.107304,2.390065,0.612088,0.810440,0.505140,02:06
16,0.090965,2.442963,0.610989,0.808791,0.504650,02:05
17,0.081088,2.460905,0.613736,0.812637,0.506385,02:05
18,0.071530,2.480935,0.617857,0.813462,0.510417,02:06
19,0.063709,2.474226,0.620055,0.811538,0.514982,02:06
20,0.060802,2.495155,0.614011,0.811538,0.508384,02:08
21,0.055095,2.506883,0.619780,0.811264,0.512849,02:06
22,0.050167,2.518297,0.619505,0.809341,0.510845,02:07
23,0.045541,2.540799,0.626374,0.811538,0.515438,02:08
24,0.041041,2.555087,0.625275,0.817308,0.515407,02:08
25,0.040875,2.562631,0.622527,0.813462,0.513888,02:07
26,0.037358,2.570500,0.625000,0.814835,0.515340,02:08
27,0.034907,2.584880,0.624451,0.810165,0.516260,02:06
28,0.034396,2.575521,0.631868,0.812088,0.528403,02:06
29,0.032931,2.627286,0.623901,0.812363,0.521948,02:07
