epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,3.379214,2.276311,0.437637,0.643956,0.208767,02:14
1,1.944040,1.799420,0.523626,0.729945,0.329080,02:13
2,1.504543,1.646598,0.540659,0.768407,0.375514,02:13
3,1.244759,1.580664,0.571154,0.773352,0.419642,02:11
4,1.038929,1.510348,0.596978,0.791484,0.458111,02:11
5,0.871648,1.526183,0.598352,0.788187,0.463197,02:12
6,0.728918,1.544999,0.595879,0.793132,0.461690,02:11
7,0.579895,1.580086,0.601099,0.793681,0.469522,02:12
8,0.472443,1.629264,0.594780,0.797527,0.465940,02:11
9,0.366490,1.627807,0.604670,0.800549,0.471737,02:12
10,0.297319,1.643951,0.617308,0.805220,0.493276,02:12
11,0.229840,1.680137,0.602747,0.801923,0.480691,02:11
12,0.184976,1.685910,0.614835,0.805495,0.489497,02:09
13,0.146377,1.763188,0.610714,0.800275,0.486032,02:08
14,0.123888,1.739039,0.620330,0.810165,0.494774,02:08
15,0.100126,1.743770,0.615385,0.810714,0.485612,02:06
16,0.083556,1.777369,0.621154,0.814011,0.499578,02:06
17,0.069798,1.787923,0.626099,0.811264,0.501379,02:10
18,0.063756,1.798184,0.622527,0.817308,0.504103,02:10
19,0.055122,1.784650,0.620330,0.814286,0.501753,02:07
20,0.051399,1.834667,0.625275,0.812363,0.502832,02:07
21,0.043829,1.819092,0.627473,0.812088,0.509565,02:08
22,0.038430,1.828157,0.624451,0.813187,0.502398,02:12
23,0.036541,1.845687,0.627473,0.811264,0.509084,02:10
24,0.033261,1.843440,0.622802,0.813187,0.502703,02:09
25,0.031962,1.860481,0.624451,0.810440,0.506446,02:10
26,0.028803,1.858733,0.623901,0.812912,0.503064,02:12
27,0.028149,1.860664,0.629396,0.812637,0.501865,02:06
28,0.026359,1.858219,0.628022,0.814011,0.512124,02:09
29,0.025032,1.858754,0.627198,0.815934,0.500369,02:08
