epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,3.377050,2.271348,0.434066,0.642582,0.205164,02:11
1,1.942178,1.797944,0.521703,0.730495,0.325825,02:07
2,1.503867,1.647204,0.543132,0.765659,0.378596,02:08
3,1.244821,1.558725,0.575824,0.774725,0.421947,02:10
4,1.038391,1.504184,0.595330,0.796154,0.455195,02:11
5,0.871426,1.523283,0.596703,0.788187,0.464823,02:10
6,0.728025,1.543315,0.596154,0.793132,0.457192,02:10
7,0.578823,1.582452,0.596978,0.791484,0.464883,02:09
8,0.471969,1.630011,0.601648,0.797802,0.471069,02:10
9,0.366547,1.627152,0.600824,0.801648,0.467032,02:11
10,0.296619,1.647636,0.612637,0.800275,0.491450,02:11
11,0.231687,1.677476,0.606319,0.801923,0.482377,02:08
12,0.185730,1.676096,0.615385,0.807418,0.493733,02:09
13,0.147250,1.762381,0.610714,0.799725,0.476256,02:08
14,0.122376,1.740477,0.618681,0.807692,0.490755,02:11
15,0.100131,1.743188,0.613187,0.810989,0.486230,02:10
16,0.083423,1.771534,0.623077,0.810440,0.502260,02:11
17,0.069725,1.786049,0.620055,0.809615,0.499684,02:10
18,0.063671,1.794105,0.628297,0.815385,0.503518,02:12
19,0.055077,1.782809,0.622527,0.813736,0.504741,02:09
20,0.051653,1.833944,0.620879,0.809066,0.503993,02:09
21,0.043495,1.813543,0.628022,0.814011,0.512203,02:09
22,0.038641,1.819938,0.623901,0.815934,0.501103,02:11
23,0.036459,1.843225,0.626648,0.809890,0.508812,02:11
24,0.033547,1.841524,0.623352,0.813462,0.504727,02:13
25,0.031888,1.860504,0.630769,0.810440,0.517908,02:09
26,0.029082,1.856870,0.623626,0.814560,0.504428,02:10
27,0.028168,1.859263,0.630769,0.815385,0.504274,02:11
28,0.026668,1.862326,0.628846,0.814560,0.513807,02:11
29,0.025259,1.857739,0.630220,0.814286,0.505203,02:08
