epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,2.863281,2.145827,0.447253,0.699176,0.366678,02:34
1,1.574840,1.863492,0.541758,0.759066,0.455438,02:24
2,1.041349,1.822901,0.562912,0.775275,0.485730,02:26
3,0.685996,1.783980,0.597253,0.809615,0.502285,02:25
4,0.427324,1.754478,0.628846,0.832418,0.546305,02:23
5,0.272471,1.859230,0.641209,0.831593,0.543334,02:23
6,0.170221,1.916475,0.654121,0.837363,0.557696,02:25
7,0.102899,1.877686,0.656868,0.846429,0.556236,02:27
8,0.068781,1.948494,0.662637,0.845055,0.562253,02:25
9,0.050366,1.948611,0.672253,0.846429,0.564775,02:24
10,0.037770,1.974228,0.667033,0.845604,0.556551,02:25
11,0.029782,1.987375,0.674451,0.851374,0.568107,02:25
12,0.023878,1.968748,0.676374,0.848901,0.573451,02:24
13,0.019998,2.001147,0.677473,0.847253,0.570105,02:27
14,0.018802,1.997060,0.674176,0.847527,0.566074,02:24
15,0.015492,2.006133,0.674451,0.850000,0.568133,02:24
16,0.014228,2.008296,0.678297,0.848626,0.572617,02:26
17,0.013023,2.033125,0.672253,0.850000,0.564123,02:25
18,0.011786,2.021468,0.675824,0.846978,0.571764,02:24
19,0.011649,2.036874,0.679945,0.853846,0.573472,02:25
20,0.010609,2.027679,0.675824,0.850824,0.570316,02:25
21,0.010171,2.046973,0.678297,0.849725,0.567958,02:25
22,0.009187,2.043023,0.680220,0.847527,0.574399,02:22
23,0.008237,2.041835,0.678022,0.848352,0.573600,02:27
24,0.008244,2.063771,0.675824,0.847802,0.572526,02:25
25,0.008173,2.068442,0.677473,0.851374,0.571200,02:24
26,0.007455,2.046716,0.675000,0.848352,0.573638,02:25
27,0.007095,2.058688,0.676923,0.847802,0.571114,02:25
28,0.006454,2.060832,0.680220,0.847527,0.574539,02:25
29,0.006699,2.071652,0.680220,0.847802,0.577770,02:26
