epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,1.656324,0.996186,0.551374,0.785440,0.398555,02:30
1,0.712798,0.901708,0.588462,0.805495,0.452939,02:25
2,0.437820,0.830606,0.607418,0.826099,0.484285,02:24
3,0.271813,0.787610,0.627198,0.834890,0.510852,02:25
4,0.165752,0.819444,0.616209,0.830220,0.489209,02:23
5,0.091846,0.773946,0.634066,0.847253,0.516497,02:28
6,0.054657,0.789698,0.648626,0.843681,0.526515,02:24
7,0.035729,0.790690,0.649176,0.845330,0.523271,02:26
8,0.020552,0.768138,0.658516,0.850549,0.545167,02:27
9,0.012529,0.774692,0.656044,0.850275,0.534032,02:22
10,0.011895,0.769886,0.655495,0.852473,0.530059,02:25
11,0.007316,0.756498,0.665934,0.855769,0.538818,02:25
12,0.006132,0.749675,0.666484,0.857143,0.550098,02:24
13,0.004559,0.751576,0.667582,0.856593,0.551274,02:23
14,0.005083,0.753274,0.670879,0.853571,0.553949,02:24
15,0.003267,0.757505,0.665385,0.855220,0.548019,02:24
16,0.002972,0.749201,0.673626,0.857967,0.558697,02:23
17,0.003029,0.740494,0.673626,0.859615,0.559105,02:24
18,0.002898,0.742877,0.672527,0.860440,0.557114,02:24
19,0.002374,0.746189,0.671154,0.857143,0.557038,02:23
20,0.002895,0.742718,0.670330,0.857967,0.554172,02:24
21,0.002161,0.739298,0.675549,0.860714,0.552374,02:25
22,0.002245,0.747143,0.679121,0.858516,0.556846,02:24
23,0.001704,0.742279,0.676099,0.857143,0.562721,02:26
24,0.001894,0.748171,0.677473,0.859066,0.564099,02:24
25,0.001808,0.746240,0.676923,0.858791,0.562867,02:26
26,0.001409,0.745375,0.678571,0.862363,0.560287,02:21
27,0.001307,0.741104,0.676923,0.858516,0.561995,02:25
28,0.001178,0.741940,0.679670,0.859341,0.564861,02:22
29,0.001181,0.741505,0.675824,0.860714,0.558257,02:23
