epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,1.579609,0.764851,0.826248,0.928471,0.571800,0.612068,2:47:06
1,0.896211,0.516282,0.859877,0.955275,0.696785,0.701412,2:46:58
2,0.668277,0.444379,0.869409,0.966142,0.754770,0.720622,2:47:00
3,0.506947,0.405133,0.880962,0.965951,0.764179,0.756781,2:46:40
4,0.379462,0.405197,0.889541,0.972357,0.793310,0.785722,2:46:27
5,0.308696,0.459813,0.878865,0.967476,0.776232,0.753222,2:46:34
6,0.206474,0.469819,0.891715,0.973234,0.813188,0.792294,2:46:35
7,0.132438,0.484751,0.893507,0.973043,0.809846,0.801865,2:46:08
8,0.080310,0.498271,0.896404,0.973806,0.813393,0.793609,2:46:12
9,0.062489,0.493892,0.890685,0.973691,0.803961,0.766586,2:46:16
10,0.038336,0.488410,0.899950,0.973844,0.823689,0.758944,2:46:18
11,0.029533,0.517488,0.901590,0.973081,0.819419,0.806118,2:46:19
12,0.021104,0.567202,0.896709,0.969840,0.809688,0.751265,2:46:32
13,0.019709,0.558920,0.897129,0.976360,0.818998,0.787756,2:46:43
14,0.012669,0.497221,0.914134,0.973844,0.819852,0.802233,2:45:57
15,0.010298,0.521510,0.915354,0.976970,0.822445,0.803491,2:46:03
16,0.007867,0.490505,0.912037,0.977123,0.820191,0.801662,2:46:07
17,0.006306,0.492947,0.902810,0.973958,0.823931,0.806804,2:46:08
18,0.005518,0.507084,0.917185,0.976246,0.827697,0.805595,2:46:10
19,0.004984,0.593642,0.901132,0.974034,0.821345,0.799133,2:46:07
20,0.004226,0.526616,0.917528,0.977847,0.829286,0.804299,2:46:04
21,0.003664,0.529630,0.902467,0.976742,0.822806,0.806037,2:46:05
22,0.003445,0.541152,0.917185,0.975865,0.827703,0.809021,2:46:10
23,0.003002,0.521387,0.916003,0.974988,0.825041,0.805852,2:46:14
24,0.002793,0.558512,0.912914,0.974873,0.818181,0.801830,2:46:16
25,0.002635,0.547993,0.914592,0.976551,0.821777,0.800886,2:46:34
26,0.002594,0.536548,0.919167,0.976818,0.829492,0.805569,2:47:06
27,0.002339,0.543240,0.917108,0.975560,0.826009,0.806455,2:47:09
28,0.002095,0.536386,0.916384,0.977123,0.825113,0.804587,2:46:40
29,0.001916,0.520484,0.919129,0.976665,0.829585,0.805400,2:46:10
