epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,2.149847,1.166723,0.749571,0.864186,0.418056,0.472411,25:46
1,1.531764,0.927727,0.761582,0.899874,0.535112,0.559782,24:11
2,1.294911,0.760904,0.799024,0.924162,0.598138,0.600162,23:59
3,1.123204,0.737148,0.829908,0.916880,0.653631,0.628823,24:17
4,0.995511,0.681813,0.838258,0.934686,0.665023,0.651515,24:11
5,0.880700,0.679311,0.838258,0.938956,0.680632,0.665797,24:11
6,0.773076,0.622479,0.847485,0.938422,0.699198,0.658188,24:22
7,0.687310,0.685452,0.817249,0.944713,0.712673,0.710283,24:03
8,0.597983,0.695888,0.841385,0.940405,0.698826,0.681112,24:10
9,0.478601,0.681644,0.864453,0.942655,0.718524,0.725577,24:05
10,0.413893,0.700414,0.849659,0.935563,0.717919,0.687013,24:09
11,0.318667,0.646262,0.868532,0.947802,0.714783,0.684429,23:59
12,0.271528,0.742155,0.844931,0.933160,0.712960,0.627465,23:53
13,0.206027,0.671453,0.861135,0.945247,0.735257,0.687411,24:03
14,0.174859,0.605718,0.876311,0.951310,0.731113,0.683640,23:55
15,0.147272,0.674551,0.853510,0.945018,0.718692,0.697293,24:02
16,0.136607,0.657660,0.866626,0.951844,0.729208,0.682148,23:40
17,0.100103,0.699989,0.880848,0.952415,0.740390,0.698302,23:51
18,0.083137,0.676023,0.885080,0.946925,0.738067,0.684931,24:11
19,0.063017,0.668958,0.882716,0.951882,0.742702,0.692980,24:13
20,0.065826,0.715629,0.866931,0.949861,0.738822,0.716646,24:02
21,0.043075,0.691579,0.871240,0.951805,0.738511,0.666759,24:06
22,0.034809,0.695008,0.879323,0.951348,0.739397,0.688819,24:05
23,0.028491,0.683202,0.883479,0.951424,0.745941,0.697167,24:03
24,0.025627,0.725265,0.862775,0.955351,0.744849,0.694732,23:55
25,0.020453,0.688620,0.887254,0.955237,0.759127,0.746179,24:07
26,0.017224,0.668500,0.871506,0.953064,0.746996,0.704271,24:06
27,0.014857,0.626653,0.896862,0.953292,0.752791,0.737769,24:03
28,0.013089,0.663513,0.873070,0.953445,0.756095,0.716365,23:49
29,0.011822,0.634878,0.898540,0.955847,0.760315,0.719731,24:07
