epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,3.997958,2.810501,0.305220,0.539286,0.238490,02:08
1,2.371915,2.244208,0.422527,0.653297,0.337597,02:08
2,1.817815,2.051876,0.467582,0.698626,0.384251,02:07
3,1.467790,1.973748,0.498352,0.731593,0.418937,02:09
4,1.225337,1.990715,0.514011,0.753297,0.432136,02:08
5,1.021417,2.002770,0.530495,0.752747,0.431253,02:07
6,0.815569,1.958959,0.569780,0.790659,0.472193,02:08
7,0.691917,2.017362,0.570330,0.785440,0.482335,02:08
8,0.575181,2.068621,0.563736,0.780220,0.464015,02:06
9,0.475488,2.100327,0.579396,0.792033,0.480364,02:05
10,0.414629,2.075045,0.582418,0.796978,0.488930,02:05
11,0.342187,2.097113,0.596703,0.809615,0.502238,02:07
12,0.290617,2.160147,0.604121,0.801099,0.500962,02:06
13,0.253281,2.167821,0.610440,0.807418,0.516370,02:07
14,0.211612,2.215565,0.604945,0.811813,0.516277,02:08
15,0.194245,2.275759,0.604945,0.809615,0.504789,02:06
16,0.174173,2.270036,0.611538,0.812637,0.512139,02:06
17,0.152110,2.274382,0.617582,0.809341,0.520492,02:09
18,0.136699,2.303364,0.621703,0.816758,0.521844,02:07
19,0.122819,2.319396,0.624725,0.815385,0.524137,02:07
20,0.110288,2.289638,0.618681,0.817582,0.521542,02:07
21,0.106090,2.341486,0.622802,0.818132,0.523267,02:07
22,0.095204,2.355679,0.623901,0.813187,0.521617,02:07
23,0.084346,2.404704,0.622802,0.821429,0.516833,02:06
24,0.081189,2.381561,0.623626,0.818956,0.523169,02:07
25,0.076162,2.404954,0.619780,0.819505,0.519286,02:06
26,0.069958,2.419055,0.626923,0.817033,0.523758,02:08
27,0.067724,2.397693,0.623626,0.813462,0.518276,02:06
28,0.059542,2.429917,0.629670,0.818681,0.524372,02:08
29,0.059778,2.453282,0.626923,0.817582,0.521075,02:07
