epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,4.137665,2.968467,0.270604,0.500549,0.208553,02:22
1,2.577116,2.327589,0.392308,0.630495,0.310328,02:22
2,2.029017,2.139161,0.440110,0.685165,0.364169,02:21
3,1.682433,2.094766,0.471154,0.708242,0.381176,02:21
4,1.424236,2.034703,0.487637,0.733791,0.401238,02:22
5,1.194553,2.011470,0.520879,0.748077,0.426431,02:21
6,1.025094,2.043959,0.525000,0.758242,0.436882,02:22
7,0.885532,2.017157,0.544505,0.762088,0.465357,02:20
8,0.730887,2.184599,0.533791,0.758242,0.441662,02:21
9,0.620354,2.108945,0.560714,0.785165,0.461930,02:20
10,0.503635,2.107822,0.578297,0.794780,0.496558,02:18
11,0.432244,2.141070,0.586813,0.791484,0.494608,02:19
12,0.365921,2.144120,0.603846,0.801923,0.514571,02:19
13,0.311904,2.213115,0.602473,0.807143,0.513919,02:22
14,0.262981,2.234839,0.602198,0.807143,0.502910,02:20
15,0.230451,2.300941,0.598626,0.806319,0.500050,02:20
16,0.200567,2.314450,0.614286,0.812088,0.519388,02:20
17,0.178992,2.327925,0.611813,0.810989,0.518013,02:21
18,0.153802,2.356499,0.612363,0.812912,0.520413,02:19
19,0.137810,2.376365,0.611813,0.807418,0.514493,02:21
20,0.125294,2.345436,0.618407,0.811813,0.517675,02:23
21,0.115387,2.411553,0.623626,0.810165,0.520436,02:24
22,0.102654,2.403884,0.630495,0.812912,0.529728,02:20
23,0.093340,2.443519,0.621703,0.817033,0.522099,02:22
24,0.088451,2.451830,0.620604,0.812912,0.514799,02:21
25,0.079216,2.488458,0.617033,0.812912,0.514540,02:20
26,0.075249,2.491131,0.615934,0.812912,0.515735,02:22
27,0.070337,2.467450,0.625549,0.818681,0.520035,02:21
28,0.066021,2.526718,0.625275,0.823077,0.523921,02:22
29,0.064307,2.525411,0.629396,0.812637,0.526247,02:20
