epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,4.031620,2.883563,0.284341,0.518681,0.217212,02:26
1,2.416496,2.298554,0.389835,0.641758,0.313235,02:20
2,1.881264,2.144215,0.431319,0.680495,0.357390,02:24
3,1.534261,2.022998,0.487363,0.719505,0.403133,02:22
4,1.295970,1.991471,0.501099,0.735989,0.413168,02:22
5,1.076659,2.041932,0.508516,0.741484,0.408858,02:21
6,0.923439,1.968344,0.549176,0.770604,0.457123,02:19
7,0.797640,2.000225,0.552198,0.773901,0.462880,02:21
8,0.676865,2.043475,0.554396,0.779396,0.463897,02:20
9,0.538037,2.084889,0.566758,0.780495,0.468921,02:21
10,0.448133,2.117743,0.586813,0.798626,0.490672,02:23
11,0.374052,2.154749,0.592033,0.796703,0.494152,02:22
12,0.309220,2.195386,0.596703,0.808516,0.497987,02:22
13,0.264387,2.219620,0.598626,0.811813,0.507057,02:24
14,0.223593,2.195404,0.614560,0.815659,0.524823,02:20
15,0.193595,2.273096,0.613462,0.814560,0.518388,02:21
16,0.165446,2.321710,0.613736,0.815934,0.516865,02:21
17,0.143876,2.338729,0.610440,0.811538,0.520646,02:23
18,0.125961,2.320028,0.614835,0.815659,0.519789,02:23
19,0.113746,2.351543,0.620055,0.813736,0.523809,02:22
20,0.104098,2.371721,0.615659,0.815385,0.517297,02:22
21,0.094065,2.403078,0.625275,0.819231,0.522171,02:20
22,0.085258,2.410876,0.619231,0.818681,0.517997,02:23
23,0.075607,2.424780,0.616209,0.816484,0.519698,02:21
24,0.070340,2.441906,0.624725,0.818132,0.523516,02:23
25,0.063848,2.472247,0.625549,0.817857,0.524224,02:22
26,0.062024,2.460376,0.628846,0.821429,0.522806,02:22
27,0.057531,2.446624,0.625275,0.821429,0.522235,02:22
28,0.051746,2.481847,0.626099,0.824725,0.523059,02:22
29,0.050490,2.499591,0.627198,0.823352,0.523695,02:22
