epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,3.993310,2.794250,0.312912,0.540110,0.244394,02:10
1,2.359499,2.247389,0.416209,0.646703,0.331664,02:06
2,1.774235,2.044060,0.465110,0.695604,0.386937,02:06
3,1.406389,2.037289,0.494231,0.726099,0.407519,02:06
4,1.132069,1.959558,0.517857,0.753297,0.429151,02:07
5,0.910728,2.050449,0.532967,0.757967,0.436155,02:07
6,0.745048,2.027310,0.559615,0.777473,0.468126,02:08
7,0.571574,2.067691,0.563462,0.785714,0.474296,02:06
8,0.455783,2.170011,0.570879,0.787637,0.481058,02:06
9,0.368840,2.218157,0.583516,0.788187,0.478929,02:07
10,0.294779,2.206588,0.593132,0.801374,0.502655,02:07
11,0.231035,2.272381,0.598352,0.799725,0.496792,02:06
12,0.191027,2.300312,0.601374,0.802747,0.505957,02:06
13,0.161401,2.336524,0.605495,0.803846,0.503376,02:06
14,0.133497,2.397509,0.610165,0.809341,0.503349,02:08
15,0.116164,2.424012,0.613187,0.806868,0.509057,02:06
16,0.098709,2.456743,0.607967,0.807143,0.503924,02:07
17,0.090826,2.470213,0.612637,0.808242,0.510296,02:07
18,0.077525,2.504052,0.617582,0.809890,0.513390,02:05
19,0.073269,2.526262,0.618681,0.806319,0.511509,02:07
20,0.062084,2.505929,0.617857,0.808242,0.509190,02:06
21,0.058539,2.523174,0.624176,0.807692,0.517751,02:06
22,0.055434,2.557406,0.621154,0.807692,0.515230,02:08
23,0.047157,2.584608,0.615110,0.804396,0.510168,02:06
24,0.045993,2.560487,0.620879,0.805220,0.511862,02:08
25,0.043972,2.586576,0.621978,0.804670,0.515969,02:08
26,0.040341,2.583795,0.618956,0.808516,0.510109,02:07
27,0.038298,2.584276,0.619231,0.809615,0.512565,02:08
28,0.034286,2.612942,0.625549,0.809615,0.518532,02:07
29,0.035650,2.628700,0.626923,0.810714,0.522250,02:11
