epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,3.359361,2.642186,0.383242,0.619231,0.286392,04:57
1,2.027979,2.319721,0.406319,0.639560,0.338815,04:46
2,1.570174,2.034570,0.499176,0.727198,0.408361,04:44
3,1.265257,2.249307,0.467582,0.698077,0.371324,04:46
4,1.043066,2.228602,0.484341,0.707418,0.395107,04:42
5,0.788969,2.220011,0.548077,0.762363,0.448311,04:47
6,0.587194,2.255034,0.559066,0.781319,0.466344,04:45
7,0.432954,2.304944,0.567582,0.784066,0.470644,04:45
8,0.308555,2.538482,0.550549,0.757143,0.453959,04:49
9,0.227591,2.533694,0.614835,0.799725,0.521534,04:45
10,0.170633,2.694253,0.586538,0.794231,0.490020,04:43
11,0.121655,2.939126,0.616209,0.811264,0.518340,04:44
12,0.093583,3.179627,0.622802,0.820879,0.523100,04:47
13,0.074261,3.224124,0.623352,0.821154,0.522450,04:46
14,0.062238,3.306946,0.631044,0.826648,0.534945,04:50
