epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,1.986889,1.248733,0.685443,0.850206,0.568055,1:59:51
1,0.897563,1.086277,0.723086,0.879165,0.633309,1:59:48
2,0.540072,1.031763,0.740556,0.887173,0.669220,1:59:46
3,0.289785,1.011296,0.756370,0.894404,0.689045,1:59:45
4,0.148320,1.029622,0.760289,0.897479,0.694331,1:59:47
5,0.079533,1.012529,0.776205,0.904170,0.710700,1:59:44
6,0.042254,0.973975,0.785159,0.909238,0.719248,1:59:45
7,0.026976,0.958883,0.793370,0.911975,0.727830,1:59:46
8,0.020785,0.952664,0.795769,0.912516,0.730677,1:59:45
9,0.017575,0.956172,0.796614,0.913192,0.730513,1:59:47
10,0.016092,0.968675,0.795263,0.912922,0.732436,1:59:47
11,0.013478,0.957209,0.799655,0.914611,0.735381,1:59:46
12,0.011936,0.954492,0.801108,0.914510,0.737671,1:59:47
13,0.011184,0.955770,0.801007,0.914848,0.735279,1:59:46
14,0.009929,0.954209,0.800906,0.915828,0.738174,1:59:46
15,0.008687,0.956202,0.803507,0.917348,0.741162,1:59:47
16,0.008694,0.955675,0.803203,0.916875,0.741029,1:59:45
17,0.007946,0.954565,0.804454,0.916943,0.740447,1:59:45
18,0.007263,0.957563,0.802595,0.917517,0.737804,1:59:49
19,0.006505,0.950891,0.805501,0.917821,0.743797,1:59:42
20,0.006546,0.955035,0.804285,0.916402,0.741356,1:59:45
21,0.006221,0.955808,0.806380,0.917078,0.743478,1:59:46
22,0.005692,0.953221,0.805636,0.917551,0.743674,1:59:46
23,0.005673,0.957525,0.804251,0.916976,0.740778,1:59:49
24,0.005158,0.955275,0.806076,0.918058,0.743705,1:59:46
25,0.005054,0.958437,0.806582,0.918193,0.743400,1:59:41
26,0.004845,0.954907,0.807292,0.918159,0.743650,1:59:40
27,0.004632,0.954660,0.806650,0.918260,0.744030,1:59:40
28,0.004416,0.957505,0.806346,0.918092,0.744618,1:59:42
29,0.004427,0.959035,0.805062,0.918497,0.742744,1:59:42
