epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,3.105422,1.243091,0.692874,0.845083,0.416824,0.417327,34:39
1,1.682716,0.858104,0.763221,0.915698,0.605698,0.616517,34:35
2,1.082085,0.713264,0.787471,0.937698,0.679165,0.690052,34:46
3,0.624968,0.888796,0.758264,0.925573,0.704781,0.680238,34:47
4,0.320734,0.881522,0.798681,0.945629,0.712253,0.683168,34:48
5,0.118653,0.708439,0.828612,0.942044,0.738761,0.723180,34:46
6,0.053499,0.674507,0.789187,0.959584,0.740043,0.738728,34:45
7,0.030668,0.707015,0.838830,0.951767,0.746472,0.719759,34:45
8,0.020111,0.741263,0.772639,0.955313,0.743930,0.716784,34:48
9,0.014550,0.748992,0.798223,0.938842,0.741947,0.706441,34:48
10,0.012076,0.775615,0.786060,0.954627,0.747210,0.710383,34:47
11,0.008984,0.730923,0.795287,0.952454,0.740195,0.701279,34:39
12,0.006933,0.729934,0.827735,0.953254,0.745945,0.712612,34:38
13,0.006175,0.750586,0.799863,0.958783,0.747477,0.714733,34:38
14,0.005365,0.702347,0.831395,0.955771,0.751133,0.706983,34:44
15,0.004799,0.697479,0.821329,0.956724,0.744196,0.711108,34:48
16,0.004418,0.685841,0.853243,0.955885,0.751894,0.715234,34:46
17,0.004455,0.697541,0.845160,0.953521,0.747974,0.711241,34:46
18,0.003943,0.715830,0.827201,0.955123,0.746704,0.713059,34:45
19,0.003719,0.730759,0.834560,0.956686,0.751271,0.716822,34:45
20,0.003199,0.727875,0.848172,0.955504,0.752516,0.716861,34:46
21,0.003055,0.707663,0.850536,0.955771,0.754953,0.711721,34:45
22,0.003019,0.712203,0.850345,0.958325,0.750518,0.710656,34:45
23,0.002776,0.736327,0.851031,0.958249,0.753190,0.713976,34:45
24,0.002710,0.703526,0.851070,0.956457,0.753351,0.717418,34:46
25,0.002717,0.712929,0.855454,0.956305,0.752154,0.713477,34:46
26,0.002490,0.704458,0.850688,0.957639,0.752885,0.716479,34:46
27,0.002460,0.703434,0.846380,0.959889,0.750844,0.717452,34:44
28,0.002351,0.709150,0.846342,0.957982,0.749977,0.713896,34:46
29,0.002538,0.720068,0.843558,0.955923,0.749813,0.711264,34:46
