epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,5.045274,3.528141,0.257635,0.417013,0.090095,0.080188,05:45
1,3.579033,2.663986,0.331757,0.618523,0.183609,0.223305,05:42
2,3.028208,2.209541,0.479658,0.701033,0.288981,0.330850,05:44
3,2.675179,2.056245,0.500172,0.685286,0.337839,0.339224,05:43
4,2.397547,1.848422,0.551950,0.748198,0.367551,0.415455,05:41
5,2.171697,1.784768,0.528311,0.790750,0.403776,0.452957,05:43
6,1.967821,1.675120,0.532047,0.757082,0.433055,0.455417,05:44
7,1.791668,1.532156,0.551874,0.827048,0.444449,0.469248,05:45
8,1.634056,1.473167,0.600831,0.819423,0.459149,0.459463,05:41
9,1.486942,1.702663,0.539139,0.760361,0.452791,0.453174,05:43
10,1.331563,1.565088,0.621192,0.792618,0.498017,0.540815,05:38
11,1.146496,1.447334,0.605025,0.852976,0.498070,0.483338,05:38
12,1.022519,1.617028,0.586533,0.779388,0.498354,0.477086,05:40
13,0.917086,1.404078,0.633393,0.861555,0.520244,0.522065,05:43
14,0.817165,1.614892,0.591375,0.803676,0.514478,0.485701,05:41
15,0.727735,1.594973,0.576314,0.806421,0.506514,0.554780,05:44
16,0.611043,1.440436,0.650780,0.822359,0.530770,0.510093,05:41
17,0.524747,1.402170,0.640218,0.862699,0.513483,0.479544,05:41
18,0.458905,1.467189,0.614939,0.820300,0.538499,0.479723,05:41
19,0.416775,1.525536,0.591909,0.831433,0.525040,0.542411,05:43
20,0.343634,1.567264,0.632630,0.805506,0.550350,0.498443,05:42
21,0.293858,1.390805,0.633393,0.820033,0.537072,0.483721,05:41
22,0.258498,1.511549,0.606779,0.835666,0.537238,0.511892,05:41
23,0.233281,1.638034,0.629504,0.842376,0.551082,0.534670,05:39
24,0.197945,1.555442,0.609639,0.820643,0.537538,0.530770,05:40
25,0.173461,1.461261,0.673428,0.845731,0.563623,0.518058,05:45
26,0.146103,1.488223,0.602013,0.835170,0.553761,0.500277,05:46
27,0.131997,1.507425,0.613223,0.840088,0.547893,0.519232,05:44
28,0.112993,1.561417,0.654288,0.826972,0.558691,0.531696,05:40
29,0.098627,1.616349,0.626492,0.812674,0.558609,0.539066,05:39
