epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,4.826284,3.156298,0.289549,0.466962,0.111059,0.104566,05:05
1,3.223027,2.297366,0.415831,0.653601,0.237989,0.239079,04:58
2,2.629113,1.902251,0.541045,0.784535,0.331373,0.416691,05:03
3,2.240663,1.906860,0.482823,0.747016,0.377688,0.397850,05:07
4,1.954566,1.566827,0.518740,0.791208,0.430238,0.453730,05:04
5,1.706635,1.652841,0.569871,0.777748,0.458478,0.392720,05:07
6,1.488926,1.438711,0.577535,0.817859,0.466666,0.416101,05:05
7,1.298006,1.543869,0.608495,0.794792,0.501578,0.478854,04:47
8,1.128369,1.313016,0.661799,0.877035,0.507273,0.532399,04:46
9,0.974672,1.472799,0.644832,0.819423,0.513293,0.529765,04:46
10,0.824662,1.631121,0.558127,0.823426,0.508900,0.459871,04:50
11,0.643747,1.239734,0.688413,0.889846,0.530574,0.530123,04:51
12,0.529465,1.438302,0.629542,0.825828,0.550255,0.509806,04:50
13,0.442802,1.489899,0.591528,0.824646,0.551026,0.550711,04:48
14,0.325249,1.298699,0.640256,0.887025,0.565467,0.525871,04:46
15,0.255149,1.265112,0.655203,0.828383,0.572575,0.564117,04:50
16,0.200674,1.328418,0.654059,0.857361,0.568458,0.560551,04:52
17,0.155364,1.380026,0.631372,0.852251,0.572476,0.563282,04:51
18,0.118328,1.333016,0.669005,0.834979,0.585013,0.610739,04:54
19,0.095089,1.401817,0.665802,0.832425,0.579491,0.570784,04:48
20,0.079495,1.466243,0.626759,0.817097,0.581051,0.573279,04:48
21,0.067073,1.409674,0.667518,0.818050,0.577814,0.572602,04:50
22,0.055028,1.347859,0.678537,0.826667,0.590796,0.585232,04:51
23,0.049186,1.486750,0.674648,0.817783,0.595607,0.624081,04:46
24,0.042528,1.425878,0.675907,0.803066,0.587887,0.581196,04:44
25,0.039260,1.351595,0.674000,0.811568,0.590754,0.623137,04:49
26,0.034739,1.316398,0.684371,0.813360,0.590786,0.596478,04:47
27,0.030720,1.288319,0.688947,0.818088,0.600757,0.618789,04:46
28,0.028697,1.337351,0.686735,0.804819,0.595025,0.611487,04:46
29,0.026457,1.406046,0.682236,0.815343,0.589859,0.577344,04:47
