epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,4.947975,3.311281,0.278644,0.443932,0.097670,0.087601,05:03
1,3.424063,2.426691,0.393831,0.646204,0.218794,0.237825,04:59
2,2.864779,1.937538,0.508140,0.763793,0.307951,0.376784,05:00
3,2.510398,2.009447,0.508560,0.764708,0.356323,0.358038,04:59
4,2.245250,1.686323,0.501277,0.792313,0.390475,0.378826,05:04
5,2.029096,1.601238,0.536432,0.813132,0.429739,0.452125,05:01
6,1.842659,1.430733,0.596866,0.792428,0.471377,0.469033,05:07
7,1.671639,1.509731,0.575323,0.811149,0.478033,0.412387,05:03
8,1.526561,1.371849,0.647920,0.825752,0.491942,0.517619,04:59
9,1.383664,1.593931,0.576467,0.830289,0.488180,0.492402,05:04
10,1.258829,1.596821,0.597285,0.817859,0.521931,0.473334,05:04
11,1.090531,1.345803,0.634880,0.839783,0.534311,0.454995,05:08
12,0.971947,1.531502,0.614291,0.804476,0.532276,0.524185,05:01
13,0.874655,1.384047,0.607580,0.836352,0.528608,0.503412,05:05
14,0.746411,1.386218,0.647958,0.828574,0.536920,0.501231,05:05
15,0.659817,1.240442,0.617112,0.876654,0.545111,0.545803,05:04
16,0.598105,1.341383,0.626911,0.828726,0.560170,0.555689,05:07
17,0.526479,1.444129,0.607084,0.878293,0.543178,0.463948,05:01
18,0.437934,1.262003,0.654516,0.848553,0.557556,0.549944,05:01
19,0.380300,1.264983,0.675945,0.856522,0.580109,0.596452,04:58
20,0.321844,1.227325,0.634537,0.896138,0.561424,0.556431,05:01
21,0.275356,1.236138,0.689557,0.861097,0.567887,0.541690,05:01
22,0.251306,1.271145,0.677088,0.883975,0.582361,0.607992,05:02
23,0.208971,1.386266,0.655965,0.864491,0.567872,0.572777,05:01
24,0.183505,1.394886,0.680825,0.847104,0.576432,0.534627,04:57
25,0.156974,1.356242,0.658939,0.849354,0.582034,0.559670,05:02
26,0.137008,1.270191,0.655660,0.865253,0.584680,0.582028,05:02
27,0.116613,1.276105,0.671636,0.860144,0.592476,0.568368,05:05
28,0.103737,1.227245,0.683837,0.893392,0.590311,0.583908,05:01
29,0.092390,1.321128,0.686430,0.895566,0.592048,0.583314,04:58
