epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,4.883753,3.228081,0.284783,0.459603,0.104343,0.082773,05:26
1,3.313391,2.338012,0.414230,0.650246,0.232756,0.251960,05:19
2,2.731191,1.926006,0.524574,0.735959,0.309407,0.408676,05:21
3,2.351176,1.819114,0.529454,0.790941,0.375014,0.408049,05:19
4,2.071111,1.472941,0.624852,0.816487,0.439306,0.472617,05:24
5,1.830759,1.622629,0.540817,0.784764,0.432331,0.403941,05:19
6,1.619252,1.407973,0.614558,0.807222,0.484000,0.476076,05:22
7,1.430533,1.458360,0.636367,0.841995,0.513148,0.509922,05:24
8,1.268368,1.279984,0.592748,0.893888,0.510627,0.522956,05:22
9,1.116552,1.588120,0.582339,0.800587,0.508260,0.511043,05:22
10,0.968432,1.558040,0.586380,0.850841,0.511199,0.551210,05:21
11,0.781677,1.268493,0.639341,0.890952,0.524408,0.506279,05:25
12,0.664957,1.534094,0.580737,0.793762,0.522785,0.519125,05:23
13,0.571953,1.319153,0.644908,0.892782,0.535342,0.516365,05:22
14,0.439224,1.360932,0.634232,0.864033,0.557865,0.536254,05:24
15,0.356640,1.395785,0.596599,0.827964,0.548545,0.551011,05:24
16,0.283916,1.362022,0.630152,0.879094,0.555763,0.525705,05:23
17,0.227489,1.322290,0.631029,0.883746,0.558875,0.515031,05:24
18,0.179569,1.431414,0.608914,0.896633,0.565658,0.551915,05:19
19,0.148612,1.494078,0.595341,0.803485,0.564216,0.550322,05:23
20,0.119388,1.469672,0.649903,0.815343,0.579911,0.521668,05:24
21,0.100758,1.424300,0.647539,0.809166,0.574935,0.598656,05:21
22,0.086708,1.431812,0.627712,0.889198,0.571505,0.559451,05:20
23,0.076098,1.447800,0.616350,0.802989,0.572589,0.555170,05:22
24,0.064050,1.468233,0.622145,0.832730,0.573330,0.545164,05:21
25,0.056582,1.395091,0.621230,0.881877,0.574998,0.541418,05:21
26,0.050152,1.376136,0.662523,0.884851,0.575091,0.566807,05:22
27,0.044319,1.433195,0.646509,0.872231,0.582456,0.562121,05:21
28,0.041808,1.408238,0.665269,0.869981,0.584238,0.565901,05:20
29,0.037545,1.428055,0.632325,0.832425,0.584043,0.574763,05:20
