epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,5.158906,3.456358,0.262783,0.437793,0.085450,0.083987,08:01
1,3.481147,2.401560,0.427537,0.627941,0.210012,0.277004,07:55
2,2.782997,2.226859,0.492203,0.668815,0.306482,0.312253,08:02
3,2.359011,1.867013,0.505548,0.767263,0.363933,0.332788,07:52
4,2.051326,1.745449,0.538720,0.791513,0.405551,0.434612,07:54
5,1.782418,1.578954,0.594006,0.802112,0.441972,0.421879,07:54
6,1.563592,1.527443,0.553552,0.795935,0.462009,0.516661,08:01
7,1.363129,1.545297,0.585656,0.814085,0.489999,0.485119,07:59
8,1.185263,1.455047,0.564113,0.850040,0.492879,0.443794,07:59
9,1.018850,1.565255,0.536279,0.851298,0.484014,0.448347,07:55
10,0.860336,1.680460,0.601594,0.806993,0.518826,0.537285,07:54
11,0.684015,1.442762,0.631220,0.814733,0.521408,0.472290,08:02
12,0.556812,1.424413,0.623899,0.821253,0.557840,0.537028,07:56
13,0.466472,1.412767,0.626339,0.871125,0.538992,0.535099,08:00
14,0.384231,1.622926,0.607199,0.815648,0.540179,0.545718,08:00
15,0.314553,1.584144,0.594426,0.815000,0.529694,0.539107,07:58
16,0.235047,1.642772,0.620162,0.824684,0.544275,0.562677,07:57
17,0.180290,1.340947,0.633965,0.891257,0.562151,0.573818,07:56
18,0.148849,1.626386,0.553056,0.783772,0.533951,0.513969,08:05
19,0.122724,1.543778,0.631792,0.834827,0.565802,0.571757,08:05
20,0.094250,1.679380,0.603310,0.834484,0.562043,0.558290,08:10
21,0.078023,1.518797,0.625119,0.828192,0.560116,0.539639,08:07
22,0.061158,1.551245,0.599840,0.833225,0.562358,0.525033,08:11
23,0.051133,1.606577,0.611088,0.838945,0.558448,0.559993,08:03
24,0.043737,1.653000,0.608228,0.839059,0.561316,0.530971,07:51
25,0.037870,1.691111,0.615129,0.832882,0.558720,0.564844,07:56
26,0.032847,1.693675,0.622831,0.841194,0.559196,0.549673,07:52
27,0.029771,1.590869,0.616350,0.834750,0.558003,0.544751,07:53
28,0.026869,1.598166,0.618294,0.875586,0.562897,0.541139,07:54
29,0.024255,1.638424,0.629275,0.873947,0.566934,0.582491,07:50
