epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,5.180990,3.590626,0.233957,0.414763,0.080044,0.069994,05:42
1,3.792919,2.733502,0.335837,0.587105,0.164015,0.182248,05:38
2,3.250158,2.179456,0.477409,0.690090,0.265540,0.282151,05:45
3,2.899743,1.983140,0.505395,0.733595,0.316551,0.296687,05:39
4,2.619490,1.817159,0.502421,0.794601,0.356928,0.349984,05:44
5,2.387667,1.816368,0.519007,0.774469,0.384985,0.396597,05:43
6,2.173559,1.632643,0.545049,0.788805,0.398010,0.412785,05:40
7,1.991338,1.562949,0.589507,0.827353,0.426187,0.452847,05:40
8,1.818966,1.597642,0.566935,0.794715,0.455971,0.482526,05:45
9,1.655376,1.669479,0.584474,0.812979,0.465991,0.486150,05:38
10,1.442478,1.654599,0.590727,0.780074,0.468077,0.406877,05:43
11,1.297895,1.535432,0.563503,0.832692,0.474588,0.397954,05:43
12,1.165685,1.567675,0.618447,0.799710,0.491279,0.416975,05:46
13,1.053327,1.482175,0.624585,0.835437,0.484916,0.439506,05:43
14,0.938336,1.446289,0.648911,0.851641,0.507600,0.463815,05:46
15,0.833396,1.524172,0.605750,0.819461,0.501225,0.431802,05:40
16,0.752281,1.515561,0.641400,0.832348,0.506341,0.489441,05:44
17,0.610425,1.548355,0.559690,0.831891,0.503322,0.420935,05:44
18,0.524245,1.445186,0.612499,0.854463,0.516950,0.440306,05:44
19,0.466875,1.634149,0.561559,0.823579,0.518837,0.504876,05:40
20,0.406978,1.420990,0.659054,0.825752,0.535257,0.536864,05:43
21,0.363515,1.623293,0.613261,0.848134,0.533503,0.521559,05:42
22,0.328594,1.685616,0.565028,0.818279,0.511155,0.447971,05:42
23,0.272846,1.581548,0.603653,0.812407,0.521871,0.525953,05:43
24,0.228913,1.536565,0.578107,0.847981,0.526726,0.477861,05:40
25,0.186306,1.554197,0.618523,0.814199,0.539916,0.496524,05:39
26,0.161753,1.591246,0.627331,0.841766,0.543287,0.476669,05:41
27,0.135427,1.442555,0.658329,0.864110,0.547511,0.458945,05:40
28,0.116813,1.557011,0.616655,0.856446,0.533066,0.446761,05:39
29,0.099373,1.523052,0.614748,0.827239,0.533881,0.507159,05:43
