epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,4.327796,3.259972,0.300759,0.474740,0.159800,0.179498,10:01
1,2.943545,2.220755,0.414573,0.714683,0.284561,0.237265,10:01
2,2.423779,2.218480,0.436611,0.662218,0.325314,0.260793,10:03
3,2.063355,2.153992,0.404659,0.708659,0.373861,0.306416,10:01
4,1.780941,1.687156,0.550273,0.788462,0.434676,0.410151,10:08
5,1.549029,1.757293,0.508522,0.753041,0.442184,0.345554,10:00
6,1.293431,1.686784,0.564723,0.815267,0.464074,0.344085,09:59
7,1.085656,2.025930,0.523278,0.758836,0.470011,0.437700,09:57
8,0.886441,1.684850,0.626377,0.845579,0.515563,0.531477,10:05
9,0.732595,1.858307,0.558470,0.795478,0.507271,0.430393,10:04
10,0.579503,2.089021,0.576505,0.791436,0.522568,0.471503,10:06
11,0.427410,1.750946,0.652724,0.843711,0.552095,0.483736,10:02
12,0.310204,2.211544,0.601327,0.808670,0.531301,0.492363,10:08
13,0.221445,1.853550,0.683303,0.803828,0.565640,0.527468,09:58
14,0.158525,1.819456,0.615625,0.830976,0.579938,0.461018,10:04
