epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,5.096381,3.444553,0.266557,0.438098,0.096480,0.112462,05:28
1,3.651066,2.550348,0.422046,0.586914,0.195152,0.264549,05:19
2,3.109893,2.020846,0.505433,0.752545,0.283608,0.344115,05:22
3,2.765960,1.888645,0.523849,0.802494,0.321724,0.259542,05:26
4,2.501224,1.685359,0.535822,0.754413,0.389299,0.398234,05:22
5,2.283124,1.749172,0.530903,0.778549,0.408769,0.395443,05:25
6,2.083742,1.529585,0.566287,0.811187,0.440878,0.415718,05:27
7,1.920501,1.469480,0.595569,0.862051,0.439539,0.448454,05:27
8,1.764004,1.538923,0.583445,0.810844,0.494597,0.513986,05:26
9,1.618633,1.546764,0.563808,0.805696,0.485797,0.421210,05:27
10,1.426403,1.640121,0.564190,0.785870,0.503746,0.455868,05:24
11,1.303120,1.244104,0.686659,0.883364,0.504749,0.468544,05:27
12,1.187629,1.515236,0.573607,0.826477,0.492371,0.435805,05:24
13,1.090393,1.359726,0.616769,0.836657,0.515320,0.486660,05:25
14,0.936922,1.322223,0.623632,0.833378,0.544333,0.433150,05:24
15,0.838623,1.312148,0.642811,0.858733,0.542144,0.487425,05:28
16,0.715535,1.310867,0.677241,0.870401,0.538426,0.483860,05:23
17,0.634359,1.389398,0.631792,0.859115,0.555152,0.496228,05:25
18,0.539289,1.279667,0.707896,0.882793,0.550583,0.495090,05:23
19,0.478044,1.341731,0.679338,0.867655,0.562291,0.511609,05:19
20,0.402638,1.334549,0.655584,0.883822,0.551944,0.477377,05:30
21,0.363797,1.482173,0.625729,0.847142,0.557618,0.503593,05:31
22,0.308962,1.429337,0.629123,0.824494,0.557907,0.494340,05:22
23,0.270569,1.389735,0.611507,0.883212,0.554049,0.525577,05:22
24,0.235602,1.392972,0.619743,0.864033,0.558775,0.508051,05:21
25,0.209052,1.349132,0.627254,0.882716,0.565525,0.508709,05:27
26,0.180903,1.315976,0.657109,0.885881,0.559113,0.514816,05:22
27,0.161663,1.347132,0.658367,0.887177,0.564263,0.495599,05:22
28,0.144430,1.297441,0.677088,0.885538,0.562711,0.492982,05:21
29,0.133392,1.344344,0.654745,0.895337,0.567395,0.467788,05:26
