epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,1.912949,1.369437,0.624725,0.820330,0.483454,14:54
1,0.915911,1.132476,0.691484,0.862363,0.574665,14:51
2,0.540739,1.113754,0.700275,0.865934,0.585189,14:51
3,0.284066,1.123304,0.700000,0.867857,0.594303,14:51
4,0.123396,1.091401,0.721429,0.882418,0.625046,14:52
5,0.056723,1.065275,0.741209,0.889011,0.653075,14:52
6,0.028477,1.089493,0.742857,0.884341,0.646012,14:51
7,0.020240,1.101263,0.737912,0.890659,0.645701,14:51
8,0.012256,1.092412,0.745055,0.890659,0.642437,14:51
9,0.008553,1.101690,0.744505,0.890659,0.641596,14:51
10,0.006571,1.098390,0.747527,0.892308,0.653076,14:51
11,0.005186,1.104915,0.748352,0.894780,0.654736,14:50
12,0.004944,1.115095,0.750824,0.889835,0.655787,14:50
13,0.004621,1.111753,0.751923,0.889835,0.654110,14:50
14,0.003857,1.121737,0.750824,0.891758,0.655224,14:51
15,0.003629,1.113708,0.751923,0.891209,0.660612,14:51
16,0.003321,1.124946,0.754670,0.890385,0.658821,14:50
17,0.002816,1.115154,0.752473,0.892857,0.659864,14:51
18,0.002759,1.122693,0.751923,0.891209,0.655493,14:50
19,0.002596,1.119565,0.751923,0.892582,0.658539,14:50
20,0.002488,1.118589,0.754396,0.895055,0.659531,14:51
21,0.002772,1.127166,0.755220,0.892582,0.660634,14:51
22,0.002405,1.127927,0.752473,0.891484,0.659029,14:50
23,0.002426,1.128564,0.755769,0.891484,0.656618,14:51
24,0.002519,1.135854,0.751099,0.891484,0.655591,14:50
25,0.002138,1.129376,0.754121,0.892308,0.658606,14:51
26,0.002261,1.144598,0.750549,0.892857,0.655066,14:51
27,0.002131,1.134182,0.750549,0.892308,0.654280,14:51
28,0.001860,1.133300,0.756319,0.893407,0.658309,14:51
29,0.001977,1.133365,0.755495,0.893681,0.658475,14:51
