epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,4.589869,2.574696,0.262554,0.513517,0.100458,0.096727,05:10
1,2.871666,1.875472,0.377397,0.641209,0.206710,0.256087,05:05
2,2.272862,1.719171,0.377321,0.658977,0.289403,0.295529,05:08
3,1.886820,1.281629,0.494224,0.757273,0.350323,0.305112,05:08
4,1.596101,1.406410,0.430739,0.705494,0.373896,0.334963,05:07
5,1.367362,1.206451,0.490983,0.751592,0.418829,0.377810,05:07
6,1.169830,1.182697,0.467877,0.763221,0.414791,0.406863,05:04
7,0.995491,0.976698,0.592023,0.781980,0.467126,0.417968,05:05
8,0.842212,1.060812,0.468982,0.798643,0.448303,0.390905,05:04
9,0.698068,0.984222,0.528997,0.787776,0.465564,0.389716,05:06
10,0.531897,1.032691,0.584741,0.751211,0.493005,0.415116,05:07
11,0.430979,0.832669,0.635071,0.834750,0.493839,0.417631,05:08
12,0.349351,1.015077,0.571510,0.791360,0.482834,0.370467,05:17
13,0.283468,0.929958,0.555382,0.817021,0.489980,0.400466,05:18
14,0.209248,0.911965,0.592214,0.813589,0.512719,0.423329,05:18
15,0.165142,0.906927,0.634499,0.813970,0.522023,0.457186,05:17
16,0.124756,0.845662,0.616540,0.845808,0.520122,0.427413,05:19
17,0.096956,0.826178,0.632745,0.857818,0.536840,0.486642,05:19
18,0.086851,0.908183,0.569871,0.791360,0.529913,0.490337,05:22
19,0.070558,0.799094,0.676478,0.843673,0.526482,0.478185,05:19
20,0.059991,0.873160,0.627254,0.820528,0.535822,0.493989,05:18
21,0.053667,0.859939,0.642315,0.819041,0.527065,0.480531,05:18
22,0.046550,0.910220,0.624509,0.810310,0.530707,0.500537,05:21
23,0.039900,0.904484,0.630076,0.810996,0.542853,0.476240,05:18
24,0.034580,0.912172,0.617798,0.804934,0.537511,0.457842,05:17
25,0.027620,0.896844,0.581881,0.832158,0.537025,0.487629,05:21
26,0.024076,0.888286,0.593282,0.835894,0.542677,0.523713,05:22
27,0.023268,0.866871,0.649827,0.845007,0.546406,0.518767,05:19
28,0.019819,0.899912,0.613909,0.826858,0.547997,0.500245,05:20
29,0.018949,0.882008,0.652686,0.838449,0.547755,0.518883,05:19
