epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,3.608050,1.851850,0.478629,0.679224,0.283567,0.290430,05:45
1,2.288620,1.495924,0.567011,0.769932,0.414818,0.385885,05:38
2,1.736752,1.287926,0.574370,0.795516,0.488712,0.427385,05:37
3,1.354075,1.477361,0.512525,0.739467,0.476876,0.447145,05:36
4,1.018309,1.297087,0.596828,0.815457,0.561360,0.527794,05:40
5,0.667898,1.227182,0.657529,0.803828,0.580245,0.539487,05:40
6,0.439111,1.390275,0.591147,0.785564,0.564813,0.482693,05:38
7,0.274770,1.326284,0.641705,0.816792,0.574376,0.527864,05:37
8,0.157757,1.316529,0.621688,0.815381,0.600317,0.546831,05:35
9,0.090147,1.335555,0.657452,0.795592,0.602188,0.534252,05:37
10,0.052069,1.346754,0.626034,0.819880,0.617832,0.522792,05:36
11,0.033797,1.241591,0.662714,0.819385,0.615916,0.545522,05:36
12,0.024488,1.262112,0.664925,0.826248,0.622552,0.567743,05:41
13,0.017552,1.350863,0.628627,0.843215,0.622789,0.572513,05:38
14,0.012858,1.254797,0.636748,0.839059,0.629381,0.575492,05:40
15,0.010215,1.220364,0.710947,0.835856,0.619295,0.567905,05:44
16,0.010103,1.248243,0.633241,0.824494,0.618194,0.567676,05:43
17,0.008333,1.258529,0.665879,0.828230,0.628132,0.570179,05:43
18,0.006980,1.245593,0.667671,0.840165,0.620347,0.595646,05:41
19,0.006415,1.203357,0.663057,0.826553,0.621999,0.562442,05:38
20,0.005795,1.302358,0.640027,0.836733,0.626785,0.574237,05:35
21,0.005385,1.256534,0.665764,0.834217,0.628898,0.577238,05:41
22,0.004937,1.307892,0.627254,0.830061,0.619259,0.570410,05:41
23,0.004300,1.254368,0.676021,0.843825,0.620080,0.573526,05:36
24,0.004019,1.302269,0.632249,0.852099,0.625284,0.577995,05:43
25,0.004182,1.278421,0.642163,0.844283,0.620510,0.570290,05:41
26,0.003368,1.296382,0.668510,0.839364,0.627051,0.578459,05:42
27,0.003474,1.249456,0.676555,0.847524,0.630899,0.582191,05:44
28,0.003057,1.216439,0.672742,0.845045,0.624241,0.571082,05:42
29,0.003101,1.259827,0.674305,0.840965,0.626197,0.580315,05:42
