epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,3.765274,2.067055,0.467953,0.672017,0.274785,0.304200,05:41
1,2.485203,1.749855,0.530446,0.716666,0.404060,0.380373,05:36
2,1.940666,1.514332,0.599649,0.790941,0.488723,0.471209,05:37
3,1.549123,1.629778,0.542227,0.778320,0.498871,0.458489,05:40
4,1.207203,1.542776,0.616159,0.801502,0.551703,0.506272,06:05
5,0.820921,1.466400,0.601060,0.812064,0.581639,0.548088,05:49
6,0.557295,1.498225,0.598772,0.804476,0.591502,0.540357,05:35
7,0.361036,1.600176,0.604339,0.806497,0.580164,0.497476,05:34
8,0.191151,1.661575,0.612727,0.810234,0.609550,0.550261,05:35
9,0.109664,1.637365,0.655317,0.822626,0.622779,0.559781,05:35
10,0.066451,1.464085,0.684028,0.833645,0.632011,0.574102,05:34
11,0.046739,1.410614,0.669501,0.820033,0.632014,0.564443,05:33
12,0.034314,1.539006,0.609753,0.833530,0.619718,0.567763,05:38
13,0.024943,1.639759,0.619133,0.833149,0.624779,0.574414,05:34
14,0.018828,1.645004,0.642887,0.830709,0.627134,0.568243,05:36
15,0.015383,1.466546,0.696077,0.831510,0.631862,0.579181,05:36
16,0.012520,1.629762,0.654249,0.826210,0.637512,0.586601,05:36
