epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,4.816439,2.949198,0.246540,0.438022,0.248890,0.245268,05:41
1,3.061638,2.436788,0.297251,0.547032,0.360333,0.301645,05:41
2,2.169146,2.101349,0.448622,0.619362,0.445214,0.403823,05:35
3,1.481924,1.859758,0.499981,0.699127,0.510734,0.441594,05:36
4,1.049326,1.652882,0.548671,0.765394,0.556168,0.508835,05:38
5,0.728938,1.588815,0.558280,0.769093,0.589404,0.544342,05:37
6,0.521006,1.629712,0.542266,0.788043,0.586181,0.508024,05:35
7,0.373516,1.637104,0.575476,0.811759,0.578625,0.545391,05:41
8,0.394845,1.733120,0.587829,0.802951,0.585971,0.530209,05:37
9,0.234564,1.642117,0.645251,0.831281,0.605187,0.546076,05:39
10,0.154423,1.627655,0.615206,0.828421,0.619851,0.549232,05:39
11,0.108345,1.668073,0.619514,0.816029,0.619593,0.596563,05:40
12,0.083229,1.685103,0.642010,0.820910,0.621249,0.559320,05:42
13,0.059809,1.739468,0.648568,0.824761,0.618588,0.565009,05:42
14,0.044894,1.750110,0.638121,0.820872,0.625363,0.561125,05:37
15,0.036512,1.726524,0.653944,0.823426,0.621754,0.535019,05:41
16,0.032762,1.744278,0.629237,0.813475,0.619023,0.556724,05:42
17,0.027343,1.771901,0.642849,0.821291,0.626337,0.572167,05:41
18,0.025097,1.754177,0.630114,0.820681,0.626124,0.562163,05:39
19,0.020075,1.768473,0.643878,0.826515,0.625296,0.564000,05:38
20,0.018102,1.802268,0.640714,0.826057,0.626475,0.568433,05:36
21,0.018031,1.828611,0.632135,0.824951,0.624605,0.561497,05:37
22,0.016252,1.860968,0.636901,0.827125,0.625211,0.562720,05:35
23,0.014562,1.838377,0.649636,0.823426,0.630748,0.571030,05:42
24,0.013024,1.852426,0.646776,0.827087,0.627523,0.559227,05:38
25,0.012893,1.853995,0.649178,0.823121,0.629437,0.568535,05:42
26,0.011395,1.857199,0.643345,0.830709,0.624423,0.563177,05:37
27,0.012022,1.850735,0.636901,0.823045,0.627477,0.569222,05:40
28,0.010662,1.878725,0.641667,0.823769,0.627148,0.571724,05:40
29,0.010507,1.894339,0.640027,0.819995,0.625265,0.566671,05:38
