epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,4.792080,2.883506,0.250010,0.452511,0.096243,0.087366,05:10
1,3.155672,2.195007,0.390437,0.642430,0.210822,0.259823,05:08
2,2.558413,1.967577,0.415488,0.656575,0.290502,0.319568,05:09
3,2.170474,1.562570,0.494262,0.776566,0.354456,0.305605,05:09
4,1.875056,1.702580,0.444466,0.696801,0.382936,0.345013,05:08
5,1.636871,1.441785,0.517444,0.754833,0.423543,0.380111,05:08
6,1.430981,1.516177,0.459374,0.706409,0.415080,0.392759,05:05
7,1.243772,1.235866,0.584474,0.788310,0.470325,0.366933,05:07
8,1.079420,1.339572,0.554657,0.749876,0.478233,0.450717,05:08
9,0.925071,1.203160,0.572349,0.829527,0.477452,0.442705,05:04
10,0.782135,1.301447,0.571930,0.775346,0.472518,0.383974,05:05
11,0.668730,1.097535,0.612727,0.830480,0.504814,0.467309,05:08
12,0.562881,1.377732,0.527319,0.801922,0.496717,0.408421,05:10
13,0.471730,1.348869,0.594807,0.778320,0.492177,0.441606,05:04
14,0.351784,1.176142,0.598620,0.808060,0.503510,0.416359,05:09
15,0.279824,1.036774,0.661532,0.834331,0.531041,0.473782,05:03
16,0.233963,1.129821,0.588821,0.830480,0.521572,0.438391,05:06
17,0.193317,1.154037,0.565524,0.841499,0.520736,0.471954,05:05
18,0.152468,1.138259,0.610554,0.797842,0.542470,0.485855,05:07
19,0.116007,1.117431,0.671217,0.822816,0.537721,0.490517,05:07
20,0.087084,1.067705,0.627483,0.821672,0.553832,0.506367,05:10
21,0.071903,1.121588,0.552560,0.862470,0.536582,0.488451,05:08
22,0.057946,1.110111,0.631563,0.811988,0.550942,0.517798,05:06
23,0.051114,1.159022,0.620887,0.801197,0.545249,0.490429,05:08
24,0.043407,1.155149,0.612994,0.814847,0.549011,0.485542,05:09
25,0.037055,1.055375,0.674725,0.844130,0.551098,0.504803,05:03
26,0.031449,1.132157,0.610020,0.836581,0.542741,0.492076,05:08
27,0.029383,1.027329,0.682655,0.845350,0.541999,0.471545,05:05
28,0.025741,1.104352,0.602433,0.848782,0.549719,0.511286,05:08
29,0.024996,1.095149,0.636710,0.839440,0.551501,0.506719,05:07
