epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,6.288423,4.341722,0.070576,0.219583,0.073628,0.051914,06:26
1,3.900122,2.636210,0.297556,0.524460,0.316029,0.301750,05:59
2,2.673572,2.229642,0.356465,0.633584,0.397750,0.358755,06:00
3,1.855956,1.953241,0.436992,0.671255,0.462001,0.410557,05:54
4,1.276941,1.744858,0.549053,0.751630,0.533392,0.505680,05:57
5,0.877322,1.622451,0.580242,0.757387,0.570302,0.489186,05:49
6,0.618174,1.675157,0.546422,0.750372,0.569818,0.530516,05:53
7,0.442687,1.538551,0.633431,0.811721,0.591984,0.564570,05:56
8,0.308156,1.599082,0.592290,0.847562,0.602077,0.557504,05:54
9,0.219071,1.582019,0.629046,0.836466,0.607101,0.561069,05:54
10,0.149621,1.559077,0.614558,0.827544,0.610360,0.563407,05:54
11,0.109639,1.592696,0.651314,0.819346,0.629962,0.611411,05:56
12,0.074505,1.649663,0.627026,0.835894,0.614193,0.559173,05:52
13,0.063589,1.624578,0.647119,0.834522,0.623813,0.576002,05:56
14,0.042913,1.620312,0.694170,0.838754,0.630523,0.626114,05:56
15,0.036075,1.611614,0.652839,0.835627,0.622679,0.614663,05:54
16,0.030093,1.593980,0.698136,0.837610,0.627058,0.594180,05:49
17,0.025241,1.617666,0.669005,0.825905,0.628671,0.599570,05:49
18,0.021136,1.647311,0.666336,0.835017,0.630036,0.565124,05:54
19,0.018394,1.629025,0.647996,0.834064,0.629437,0.605462,05:55
20,0.016881,1.657071,0.654707,0.825943,0.625502,0.602064,05:52
21,0.017052,1.683937,0.666946,0.830404,0.632414,0.596866,05:52
22,0.014565,1.689466,0.650742,0.825409,0.628868,0.602007,05:57
23,0.013651,1.684109,0.638655,0.833607,0.625796,0.617202,05:56
24,0.012213,1.687219,0.662295,0.838220,0.631530,0.604623,05:56
25,0.012569,1.686711,0.662066,0.833797,0.627464,0.597345,06:00
26,0.011722,1.689129,0.655508,0.831967,0.626229,0.600652,05:59
27,0.010402,1.688931,0.660350,0.825180,0.628950,0.603646,05:58
28,0.010643,1.696061,0.667213,0.832501,0.634225,0.608041,05:59
29,0.009322,1.710888,0.650627,0.834140,0.626858,0.600701,05:56
