epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,5.673528,4.080621,0.066458,0.173333,0.097244,0.072449,05:05
1,3.976648,3.118568,0.186983,0.401914,0.221743,0.150746,05:05
2,3.197700,2.844350,0.197850,0.461357,0.265776,0.196691,05:04
3,2.672774,2.538066,0.320128,0.531246,0.342861,0.304900,05:05
4,2.226048,2.269514,0.330347,0.577230,0.393805,0.312157,05:03
5,1.872361,2.229486,0.383040,0.630572,0.395084,0.315814,05:03
6,1.593856,2.149047,0.396957,0.619667,0.420918,0.362110,05:08
7,1.354025,2.060000,0.432493,0.626339,0.441119,0.395816,05:05
8,1.167428,2.017651,0.429900,0.693789,0.457111,0.389957,05:07
9,0.994844,1.807444,0.462844,0.758684,0.491694,0.397637,05:05
10,0.854386,1.881809,0.490411,0.740573,0.486947,0.425986,05:03
11,0.759521,1.775261,0.449346,0.802379,0.508041,0.404118,05:05
12,0.651074,1.850533,0.482137,0.740954,0.507915,0.430523,05:03
13,0.577146,1.871210,0.468601,0.773020,0.502278,0.455334,05:03
14,0.497676,1.743969,0.491288,0.836466,0.521441,0.435383,05:06
15,0.426183,1.781243,0.503527,0.827620,0.523564,0.471235,05:07
16,0.377920,1.766586,0.527014,0.807145,0.532674,0.474751,05:04
17,0.320643,1.752715,0.547337,0.837915,0.529918,0.491762,05:04
18,0.280399,1.739043,0.547871,0.820605,0.537494,0.486279,05:04
19,0.252937,1.789299,0.550959,0.836161,0.541904,0.523860,05:06
20,0.230912,1.760990,0.529493,0.773135,0.533177,0.501479,05:02
21,0.194542,1.780305,0.520075,0.798871,0.531128,0.487115,05:06
22,0.174152,1.758203,0.556068,0.791284,0.547143,0.527671,05:09
23,0.153658,1.776696,0.522515,0.792313,0.528895,0.447532,05:07
24,0.137349,1.808403,0.522553,0.790216,0.547741,0.490909,05:06
25,0.120023,1.821698,0.501582,0.776147,0.528204,0.525180,05:06
26,0.109679,1.794512,0.534373,0.785793,0.537742,0.537469,05:04
27,0.101891,1.806878,0.516033,0.788805,0.537959,0.537018,05:05
28,0.093223,1.806011,0.532886,0.779845,0.539931,0.532665,05:10
29,0.085465,1.810480,0.549205,0.792466,0.538930,0.529284,05:07
