epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,5.670144,4.102668,0.061540,0.150875,0.089029,0.074834,05:12
1,3.977127,3.099825,0.174820,0.391238,0.217507,0.130958,05:07
2,3.196366,2.872846,0.218515,0.458878,0.271088,0.236875,05:08
3,2.665093,2.498759,0.290312,0.558813,0.325119,0.287993,05:09
4,2.224354,2.294511,0.309528,0.586228,0.384162,0.299775,05:06
5,1.873793,2.271416,0.298700,0.599382,0.387901,0.312440,05:09
6,1.588249,2.137616,0.340069,0.645251,0.429154,0.356956,05:26
7,1.360293,2.004088,0.393678,0.698974,0.441984,0.374931,05:14
8,1.151532,1.997152,0.398444,0.691806,0.451735,0.361513,05:08
9,0.986391,1.891280,0.429595,0.712929,0.464297,0.434953,05:07
10,0.861784,1.820509,0.536623,0.759065,0.486513,0.440892,05:07
11,0.752263,1.794893,0.497388,0.757082,0.502178,0.407272,05:05
12,0.650831,1.856498,0.455332,0.760590,0.503568,0.446284,05:07
13,0.576824,1.858059,0.480917,0.770771,0.507676,0.462212,05:08
14,0.488744,1.775112,0.524193,0.789568,0.517948,0.465275,05:06
15,0.424086,1.773924,0.531170,0.787700,0.518732,0.473190,05:08
16,0.375648,1.762080,0.544744,0.794715,0.534903,0.534204,05:06
17,0.330457,1.751649,0.521104,0.800358,0.535575,0.490543,05:07
18,0.292961,1.785582,0.510733,0.781103,0.525280,0.466028,05:06
19,0.265747,1.775426,0.564876,0.800244,0.529006,0.526190,05:08
20,0.225164,1.800177,0.544477,0.804934,0.528524,0.490291,05:08
21,0.195606,1.772602,0.568803,0.788195,0.535965,0.542859,05:04
22,0.174965,1.744227,0.567011,0.801235,0.529120,0.499659,05:08
23,0.158396,1.769903,0.587639,0.785374,0.537382,0.523195,05:18
24,0.144146,1.847894,0.499905,0.756930,0.529287,0.531181,05:11
25,0.125137,1.793394,0.493003,0.770961,0.531583,0.524705,05:07
26,0.111159,1.799853,0.542914,0.778701,0.528706,0.514387,05:03
27,0.100460,1.786295,0.586952,0.810310,0.536064,0.529173,05:03
28,0.089479,1.799865,0.595150,0.801045,0.536791,0.542165,05:05
29,0.081768,1.781117,0.583635,0.795478,0.540329,0.501277,05:04
