epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,5.655977,4.045785,0.082091,0.189537,0.100175,0.091428,05:08
1,3.955001,3.040876,0.196553,0.408358,0.227999,0.145733,05:05
2,3.185989,2.825961,0.238457,0.499447,0.279050,0.248337,05:04
3,2.658269,2.459039,0.325581,0.546612,0.340323,0.301829,05:06
4,2.231568,2.252847,0.339497,0.617646,0.391589,0.345325,05:03
5,1.878141,2.222608,0.358295,0.617455,0.404212,0.368787,05:05
6,1.595544,2.159853,0.379266,0.674953,0.418855,0.378354,05:04
7,1.378465,2.013797,0.418576,0.717962,0.437945,0.346698,05:06
8,1.171161,1.973431,0.460632,0.709574,0.460214,0.371388,05:06
9,1.004145,1.882465,0.449346,0.725741,0.477225,0.364716,05:05
10,0.876581,1.809580,0.480002,0.766576,0.495405,0.429526,05:04
11,0.765992,1.814152,0.466809,0.816296,0.496719,0.415832,05:06
12,0.669694,1.854238,0.468220,0.741526,0.508373,0.400758,05:04
13,0.561441,1.778059,0.470431,0.777901,0.503096,0.417806,05:05
14,0.489218,1.756436,0.519884,0.804934,0.515594,0.430217,05:06
15,0.426477,1.804393,0.530789,0.785069,0.527932,0.461232,05:04
16,0.377392,1.728166,0.543905,0.798910,0.533951,0.487320,05:07
17,0.334541,1.782619,0.503908,0.783658,0.518370,0.455619,05:05
18,0.298637,1.789907,0.489000,0.822816,0.520809,0.405664,05:06
19,0.257891,1.754865,0.552293,0.839898,0.535974,0.477638,05:03
20,0.224122,1.836309,0.520151,0.801235,0.534635,0.553283,05:03
21,0.190560,1.760182,0.528654,0.825523,0.538433,0.521765,05:03
22,0.173193,1.721621,0.535364,0.805811,0.531322,0.490939,05:02
23,0.153815,1.795656,0.515957,0.805773,0.537067,0.554703,05:05
24,0.143865,1.800962,0.538300,0.756625,0.536616,0.501172,05:06
25,0.121447,1.793848,0.551607,0.822969,0.539282,0.492324,05:04
26,0.108938,1.831706,0.505014,0.766729,0.530540,0.490600,05:08
27,0.099527,1.784338,0.577230,0.806802,0.538846,0.539457,05:06
28,0.090377,1.836802,0.551912,0.817021,0.531503,0.541558,05:06
29,0.081764,1.829386,0.553895,0.832234,0.542781,0.501580,05:08
