epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,3.391880,1.708872,0.401800,0.662218,0.275962,0.292217,05:46
1,2.051786,1.314588,0.551302,0.724902,0.409020,0.376214,05:42
2,1.510919,1.125183,0.535097,0.780608,0.457530,0.393805,05:43
3,1.139696,1.068862,0.517482,0.805963,0.476313,0.457212,05:39
4,0.828782,1.200994,0.544820,0.809128,0.529332,0.506412,05:58
5,0.582790,1.039989,0.628780,0.762916,0.558614,0.529124,05:58
6,0.386041,1.217427,0.555306,0.784001,0.554187,0.504619,05:38
7,0.239223,1.168122,0.574904,0.809204,0.548232,0.479995,05:40
8,0.128527,1.201745,0.611889,0.814237,0.584473,0.542109,05:38
9,0.075162,1.151204,0.647806,0.825561,0.593775,0.561114,05:37
10,0.043422,1.035365,0.644489,0.826438,0.606865,0.580524,05:37
11,0.029633,1.057550,0.632554,0.823083,0.597545,0.530546,05:40
12,0.022300,1.060449,0.616921,0.831014,0.608426,0.564055,05:37
13,0.015186,1.160494,0.607084,0.809509,0.609754,0.536163,05:41
14,0.011831,1.068484,0.650780,0.828841,0.604461,0.568854,05:37
15,0.008404,1.090655,0.641667,0.826591,0.615555,0.591067,05:42
16,0.007239,1.031353,0.619857,0.820605,0.607827,0.553435,05:42
17,0.006224,0.961558,0.652343,0.834369,0.612301,0.603741,05:40
18,0.005444,1.048749,0.656766,0.825561,0.617959,0.578421,05:41
19,0.005094,1.075574,0.625386,0.820719,0.619445,0.591068,05:41
20,0.004323,1.010988,0.672399,0.826743,0.624523,0.603432,05:37
21,0.003897,1.053504,0.651009,0.829412,0.622357,0.601945,05:41
22,0.003342,1.098647,0.634842,0.820681,0.612727,0.581717,05:42
23,0.003021,1.069824,0.615053,0.814771,0.608578,0.577652,05:42
24,0.002346,1.067762,0.646128,0.826133,0.616984,0.608202,05:39
25,0.002461,1.045523,0.663629,0.832081,0.621404,0.597248,05:39
26,0.002149,1.086913,0.647234,0.825943,0.618091,0.588198,05:39
27,0.001822,1.049836,0.659969,0.828078,0.624317,0.596687,05:43
28,0.001863,1.093662,0.662295,0.822054,0.623143,0.612153,05:39
29,0.002094,1.113016,0.648873,0.814085,0.621085,0.609601,05:45
