epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,4.916155,3.115729,0.251725,0.455332,0.093666,0.088111,05:12
1,3.363201,2.458854,0.382163,0.626530,0.202143,0.243078,05:05
2,2.780894,2.159489,0.409654,0.656385,0.274524,0.293624,05:08
3,2.403516,1.783599,0.509246,0.776337,0.345636,0.319744,05:08
4,2.109922,1.884259,0.461166,0.708125,0.383682,0.330102,05:05
5,1.872079,1.638292,0.552827,0.782057,0.438621,0.420586,05:05
6,1.662871,1.747764,0.479544,0.713234,0.421206,0.424951,05:09
7,1.473608,1.439527,0.614138,0.792542,0.481639,0.473945,05:04
8,1.304180,1.555017,0.553132,0.789454,0.482188,0.411085,05:09
9,1.142497,1.376615,0.590651,0.810386,0.490323,0.457608,05:07
10,0.993394,1.441987,0.578297,0.821749,0.490893,0.470152,05:06
11,0.864759,1.306493,0.658749,0.833645,0.507593,0.484343,05:09
12,0.745686,1.528661,0.531208,0.806688,0.502992,0.423180,05:11
13,0.643074,1.524425,0.582072,0.783811,0.498808,0.438453,05:07
14,0.500442,1.339920,0.625653,0.820414,0.532690,0.470951,05:06
15,0.406744,1.259916,0.662676,0.837343,0.529074,0.459695,05:08
16,0.348041,1.272722,0.669806,0.838868,0.532756,0.481028,05:06
17,0.291299,1.471313,0.575933,0.835399,0.528789,0.454543,05:06
18,0.229676,1.330177,0.608571,0.806192,0.529948,0.479012,05:08
19,0.177796,1.259610,0.677050,0.860182,0.544214,0.506314,05:06
20,0.152425,1.338978,0.646967,0.821672,0.542861,0.468433,05:10
21,0.134768,1.440619,0.643764,0.810119,0.543702,0.502324,05:11
22,0.109112,1.333805,0.653029,0.845808,0.553342,0.489292,05:08
23,0.088579,1.410363,0.677394,0.806078,0.554284,0.495261,05:09
24,0.074782,1.326008,0.693941,0.813322,0.568557,0.502968,05:08
25,0.062666,1.327541,0.686926,0.846685,0.568771,0.502747,05:09
