epoch,train_loss,valid_loss,accuracy,top_3,f1_score,country_f1_score,time
0,4.127457,2.331620,0.413734,0.662066,0.335630,0.327385,05:56
1,2.674271,1.878718,0.499142,0.709307,0.483430,0.398928,05:58
2,2.026965,1.727607,0.538834,0.733595,0.523184,0.492257,05:56
3,1.542248,1.668200,0.567812,0.784306,0.534619,0.484266,06:00
4,1.124771,1.655213,0.597056,0.739886,0.569525,0.526774,05:54
5,0.784779,1.417223,0.616083,0.812941,0.594825,0.542238,05:59
6,0.534799,1.615858,0.585656,0.783925,0.592752,0.545071,05:57
7,0.346919,1.625842,0.618485,0.800854,0.596028,0.527669,05:54
8,0.200531,1.675090,0.608419,0.818584,0.619525,0.564803,05:57
9,0.122328,1.528902,0.664277,0.832615,0.624629,0.597226,05:55
10,0.074096,1.553675,0.649026,0.824189,0.625349,0.594316,05:54
11,0.050894,1.592426,0.677470,0.827735,0.633550,0.588249,05:57
12,0.036457,1.570479,0.671636,0.836161,0.634075,0.609064,06:00
13,0.029859,1.635271,0.619285,0.830137,0.629363,0.593503,05:54
14,0.022546,1.652613,0.653868,0.836314,0.630698,0.581365,05:58
15,0.019935,1.621972,0.670492,0.829908,0.633418,0.591584,05:57
16,0.016947,1.575475,0.700690,0.836009,0.641430,0.591996,05:56
17,0.014721,1.634171,0.654936,0.827544,0.632267,0.594816,05:59
18,0.012690,1.649688,0.651580,0.831700,0.630186,0.592106,05:58
19,0.011674,1.672770,0.636062,0.825028,0.627734,0.586743,05:55
20,0.010583,1.650945,0.668967,0.824113,0.633601,0.592309,05:55
21,0.010314,1.667481,0.673962,0.827010,0.636650,0.596873,05:56
22,0.009188,1.688033,0.632020,0.827659,0.637772,0.598302,05:57
23,0.008665,1.723155,0.679758,0.825676,0.634143,0.596830,05:59
24,0.008128,1.723537,0.667061,0.828002,0.632720,0.592904,05:59
25,0.008456,1.744074,0.654974,0.829260,0.629391,0.589716,05:59
26,0.007488,1.762671,0.658939,0.825866,0.631868,0.595378,05:54
27,0.007373,1.715596,0.663057,0.830518,0.632412,0.597779,05:56
28,0.006842,1.732567,0.672856,0.819804,0.634298,0.593478,05:59
29,0.007070,1.738905,0.669158,0.828917,0.633986,0.587248,05:52
